timestamp,open,high,low,close,volume
2019-05-03,373.6800,385.9900,368.3480,385.0300,27477550
2019-04-26,359.7000,384.8000,359.0000,374.8500,40489623
2019-04-18,350.7100,368.7640,342.2700,360.3500,53989842
2019-04-12,365.1100,370.1200,349.3600,351.1400,36811697
2019-04-05,359.0000,373.4105,358.5100,365.4900,26104260
2019-03-29,359.0000,368.3800,349.2000,356.5600,33059286
2019-03-22,362.4700,379.0000,356.8000,361.0100,42858679
2019-03-15,352.0000,364.0000,350.0300,361.4600,30710587
2019-03-08,359.7200,362.8600,342.4700,349.6000,32686814
2019-03-01,367.0100,371.4900,354.6915,357.3200,29857160
2019-02-22,355.8000,366.7100,353.8800,363.0200,28823411
2019-02-15,350.0000,364.4000,344.8100,356.8700,44968726
2019-02-08,342.6000,360.0000,338.0000,347.5700,40241592
2019-02-01,334.7000,346.8400,328.1510,339.8500,43905078
2019-01-25,334.8900,340.0000,318.6000,338.0500,53719790
2019-01-18,334.2400,358.8500,329.1300,339.1000,92558599
2019-01-11,302.1000,341.0900,301.6500,337.5900,80295352
2019-01-04,260.1600,297.8000,256.5800,297.5700,59488197
2018-12-28,242.0000,261.9144,231.2300,256.0800,47172854
2018-12-21,266.5100,280.8700,241.2900,246.3900,71963784
2018-12-14,264.1900,281.7695,260.6094,266.8400,49200079
2018-12-07,293.1900,298.7200,263.3800,265.1400,52458991
2018-11-30,260.5500,290.8100,253.8000,286.1300,65741049
2018-11-23,283.7900,285.0900,250.0000,258.8200,45955766
2018-11-16,300.0000,303.5500,278.2969,286.2100,59077146
2018-11-09,311.1000,332.0499,298.0100,303.4700,57826441
2018-11-02,305.2600,321.8800,271.2093,309.1000,94270981
2018-10-26,333.1000,336.5800,292.3000,299.8300,84006760
2018-10-19,337.6300,380.0000,326.9300,332.6700,99160594
2018-10-12,345.1800,358.7200,315.8100,339.5600,69266492
2018-10-05,375.8500,386.7999,343.0000,351.3500,45411189
2018-09-28,359.0000,383.2000,354.3300,374.1300,44363190
2018-09-21,364.2200,377.6100,349.5700,361.1900,48061421
2018-09-14,352.2700,374.0900,343.0800,364.5600,35553564
2018-09-07,366.4700,368.8800,335.8300,348.6800,42853981
2018-08-31,367.1453,376.8085,360.0000,367.6800,53693111
2018-08-24,314.6400,359.1500,310.9280,358.8200,63370577
2018-08-17,339.8900,347.1900,312.9600,316.7800,41580957
2018-08-10,342.8653,357.3100,341.7400,345.8700,30729265
2018-08-03,351.9300,352.0300,328.0000,343.0900,56116251
2018-07-27,359.1453,367.4000,351.6500,355.2100,48816112
2018-07-20,398.9800,403.3550,344.0000,361.0500,135109033
2018-07-13,415.9500,419.7700,395.0810,395.8000,58714864
2018-07-06,385.4500,408.6495,380.0000,408.2500,30501344
2018-06-29,404.6900,411.5865,378.7500,391.4300,75695904
2018-06-22,387.7200,423.2056,386.5000,411.0900,68835027
2018-06-15,361.8800,398.8600,360.9100,391.9800,55132660
2018-06-08,362.6847,369.8300,355.5100,360.5700,37256118
2018-06-01,351.5000,359.9900,346.7100,359.9300,29437431
2018-05-25,327.1100,354.3600,325.4500,351.2900,45246874
2018-05-18,327.2500,330.5038,322.4340,324.1800,21021011
2018-05-11,321.9947,332.0550,319.3400,326.4600,27378990
2018-05-04,311.0700,320.9800,305.7300,320.0900,32167887
2018-04-27,329.1499,331.2200,292.6150,311.7600,54122013
2018-04-20,315.9900,338.8200,304.0000,327.7700,82992996
2018-04-13,291.7700,317.4900,289.1200,311.6500,57746066
2018-04-06,291.9400,299.1600,271.2239,288.8500,61114555
2018-03-29,309.3600,322.9000,275.9000,295.3500,61915707
2018-03-23,315.8000,319.5000,300.3600,300.9400,37899504
2018-03-16,333.5600,333.9800,313.2780,318.4500,55435727
2018-03-09,302.8500,331.4400,297.6000,331.4400,79979691
2018-03-02,288.7500,301.1800,283.2300,301.0500,52091194
2018-02-23,277.7400,286.6400,274.4500,285.9300,32974646
2018-02-16,252.1400,281.9600,249.0000,278.5200,44916600
2018-02-09,262.0000,272.4500,236.1100,249.4700,57080775
2018-02-02,274.2000,286.8100,262.7100,267.4300,58903566
2018-01-26,222.0000,274.6000,221.2000,274.6000,83681242
2018-01-19,224.2400,226.0700,216.3200,220.4600,37685977
2018-01-12,210.0200,222.5500,206.9100,221.2300,32152915
2018-01-05,196.1000,210.0200,195.4200,209.9900,32328127
2017-12-29,189.7800,194.4900,185.2200,191.9600,22203907
2017-12-22,191.2000,191.6500,185.2600,189.9400,24568974
2017-12-15,187.8500,192.6400,184.8183,190.1200,28646585
2017-12-08,189.3600,189.7200,178.3800,188.5400,29076756
2017-12-01,195.5600,199.6800,184.3200,186.8200,37140188
2017-11-24,193.3000,197.5200,191.9000,195.7500,16365500
2017-11-17,191.1200,197.7000,191.0000,193.2000,21578069
2017-11-10,200.0000,202.4800,189.5000,192.0200,28934883
2017-11-03,199.6200,201.1000,195.2200,200.0100,23055050
2017-10-27,194.1700,200.6500,191.0300,199.5400,32359792
2017-10-20,201.9500,204.3800,191.1600,194.1600,65970591
2017-10-13,199.1000,200.8200,192.1000,199.4900,38288907
2017-10-06,182.1100,198.9200,176.5800,198.0200,54756566
2017-09-29,186.4600,186.5500,176.5500,181.3500,28116788
2017-09-22,183.6100,189.9500,182.7300,187.3500,27276347
2017-09-15,178.1000,185.3300,178.0300,182.3500,26758515
2017-09-08,173.4000,180.3900,172.4400,176.4200,23792215
2017-09-01,166.4300,176.4800,164.7300,174.7400,26845649
2017-08-25,166.9100,171.2400,164.2300,165.9500,25094343
2017-08-18,169.8000,172.4500,165.7200,166.5400,32290482
2017-08-11,181.0000,182.2700,167.6000,171.4000,33362397
2017-08-04,184.2600,184.9700,177.8100,180.2700,24535840
2017-07-28,188.6900,190.2500,179.3800,184.0400,35538990
2017-07-21,162.9100,191.5000,160.0200,188.5400,86478714
2017-07-14,150.3400,161.3500,149.6500,161.1200,30111363
2017-07-07,149.8000,150.7500,144.2500,150.1800,19121633
2017-06-30,158.7800,159.9700,148.0000,149.4100,31132401
2017-06-23,154.2900,158.1900,151.4000,158.0200,26918852
2017-06-16,155.3000,155.6800,147.3000,152.3800,42518087
2017-06-09,165.4900,166.8700,154.5000,158.0300,25362850
2017-06-02,163.6000,165.3600,160.7400,165.1800,18130647
2017-05-26,157.8600,164.1000,156.4300,162.4300,23290024
2017-05-19,160.2500,161.7800,153.0000,157.0200,26639976
2017-05-12,156.5500,161.1000,155.3000,160.8100,26105622
2017-05-05,151.9100,158.5900,151.6100,156.6000,28474423
2017-04-28,143.6100,153.5200,143.4000,152.2000,48523480
2017-04-21,144.4300,147.4000,138.6600,142.8700,62503748
2017-04-13,143.0400,145.7400,141.2100,142.9200,18501634
2017-04-07,146.7000,148.0100,142.7100,143.1100,19930872
2017-03-31,140.8300,148.2900,140.0000,147.8100,21613989
2017-03-24,145.4500,147.7000,140.7600,142.0200,24836916
2017-03-17,140.9000,146.5000,140.3200,145.1100,27137696
2017-03-10,141.0000,142.8400,139.7400,140.8900,21420909
2017-03-03,143.1200,143.9200,138.2600,139.1400,15508754
2017-02-24,142.9900,144.4900,141.5200,143.2500,15024141
2017-02-17,145.1900,145.9500,140.0500,142.2200,25902840
2017-02-10,140.0000,145.3000,139.1600,144.8200,29739686
2017-02-03,141.7700,142.4100,138.8000,140.2500,25542472
2017-01-27,138.6500,142.4900,137.0300,142.4500,37163636
2017-01-20,135.0400,143.4600,131.0600,138.6000,61089654
2017-01-13,131.4800,133.9300,128.5000,133.7000,33276600
2017-01-06,124.9600,133.8800,124.3100,131.0700,38124809
2016-12-30,126.2400,129.0700,123.6000,123.8000,17577733
2016-12-23,124.3000,127.7372,122.8700,125.5900,21491673
2016-12-16,122.8400,127.4300,122.3000,124.2200,30836546
2016-12-09,120.7300,126.3500,118.4000,122.8800,41032674
2016-12-02,117.0500,120.9800,113.9500,120.8100,37666761
2016-11-25,116.2000,119.4600,116.1900,117.4100,20209290
2016-11-18,114.7500,116.8100,110.6800,115.2100,36290728
2016-11-11,124.2600,125.8100,113.1100,114.7800,49022509
2016-11-04,126.8500,126.9000,121.6200,122.0300,28431699
2016-10-28,127.4200,129.2900,125.7500,126.5700,46828456
2016-10-21,100.5000,127.8500,98.3800,127.5000,124064693
2016-10-14,103.1800,104.5300,97.6300,101.4700,41009400
2016-10-07,98.0000,106.9700,98.0000,104.8200,55677730
2016-09-30,95.3800,99.5300,94.0400,98.5500,39679958
2016-09-23,99.9000,100.3500,93.2600,95.9400,50789625
2016-09-16,95.9100,99.4900,95.3300,99.4800,42779918
2016-09-09,97.7600,100.3200,96.5000,96.5000,28079131
2016-09-02,96.9700,98.8500,96.5700,97.3800,27188383
2016-08-26,95.6700,98.2450,94.9100,97.5800,34786813
2016-08-19,96.8300,97.2168,94.4000,95.8700,36127095
2016-08-12,95.9100,96.8300,92.9500,96.5900,40962538
2016-08-05,91.2300,97.7400,90.5000,97.0300,51942289
2016-07-29,85.7300,93.1000,85.0100,91.2500,55628087
2016-07-22,98.4300,99.8400,84.5000,85.8900,135323922
2016-07-15,96.1900,98.7000,94.0900,98.3900,52589308
2016-07-08,95.2000,101.2700,93.1800,97.0600,60429462
2016-07-01,87.8800,97.0000,84.8100,96.6700,62274597
2016-06-24,95.2200,95.8800,87.2100,88.4400,55748403
2016-06-17,95.0200,97.2000,93.2474,94.4500,46237797
2016-06-10,100.2900,101.6300,93.2800,93.7500,44558511
2016-06-03,102.9500,103.4500,98.5300,99.5900,34335478
2016-05-27,92.9800,104.0000,92.8500,103.3000,77366448
2016-05-20,87.5600,93.2800,86.1500,92.4900,63244280
2016-05-13,90.7300,93.2500,85.7400,87.8800,64391989
2016-05-06,90.4100,93.2500,88.1100,90.8400,51338054
2016-04-29,95.7000,95.7461,88.2100,90.0300,67978092
2016-04-22,109.9000,110.7000,93.1400,95.9000,150884422
2016-04-15,104.0400,111.8500,102.2100,111.5100,57889759
2016-04-08,105.9000,106.4400,102.8200,103.8100,49239645
2016-04-01,98.3400,105.7900,97.8200,105.7000,67075977
2016-03-24,101.1500,102.1000,97.0700,98.3600,37632990
2016-03-18,97.2000,102.4100,96.4300,101.1200,62852590
2016-03-11,101.0000,101.7900,94.5000,97.6600,83032592
2016-03-04,94.8100,102.2200,93.3400,101.5800,88550262
2016-02-26,90.7500,97.4800,86.7000,94.7900,79912997
2016-02-19,89.0000,94.9000,87.5400,89.2300,66634967
2016-02-12,80.5700,92.2100,79.9500,87.4000,114963029
2016-02-05,91.7900,97.1800,81.8600,82.7900,114094863
2016-01-29,99.7800,102.6800,90.1100,91.8400,112987392
2016-01-22,106.5700,110.1400,97.0501,100.7200,146581445
2016-01-15,112.1300,117.7800,101.2100,104.0400,105415424
2016-01-08,109.0000,122.1800,104.9600,111.3900,123208867
2015-12-31,117.2600,119.6000,113.8500,114.3800,34006181
2015-12-24,119.5100,119.5900,114.8600,117.3300,34224773
2015-12-18,119.7700,126.3500,114.6600,118.0200,78909515
2015-12-11,131.1900,133.2700,118.6000,118.9100,89310988
2015-12-04,126.0300,132.2000,122.4200,130.9300,97448169
2015-11-27,124.3000,126.3900,120.0300,125.4400,51688400
2015-11-20,102.9700,124.0700,101.8600,123.8400,113421579
2015-11-13,113.3600,115.2500,103.2700,103.6500,74747739
2015-11-06,109.2000,115.6800,106.3000,114.0600,66525279
2015-10-30,100.0500,110.1000,99.3800,108.3800,62808062
2015-10-23,98.0700,103.6200,96.2600,100.0400,91876565
2015-10-16,114.4500,115.4200,98.4100,98.9900,133192935
2015-10-09,107.4800,115.8300,102.6000,113.3300,119610924
2015-10-02,101.5700,106.8700,96.8500,106.1100,89558399
2015-09-25,103.3000,105.4487,96.7800,102.2400,85224186
2015-09-18,96.8400,107.5000,93.6100,102.6200,113727976
2015-09-11,102.0800,102.7900,93.5500,97.5100,117409877
2015-09-04,115.2400,117.0000,97.3400,98.7900,146584546
2015-08-28,88.7500,119.3500,85.5000,117.6300,191033613
2015-08-21,123.1400,126.7490,102.7510,103.9600,90004727
2015-08-14,126.0900,126.5000,118.6600,123.3900,62855077
2015-08-07,114.6000,129.2900,111.7800,123.5200,108706801
2015-07-31,107.7900,115.0000,103.8800,114.3100,59732476
2015-07-24,114.7000,114.7000,108.9000,109.3400,63694722
2015-07-17,686.6900,716.1600,97.0500,114.7700,127059598
2015-07-10,654.3100,689.5199,645.9900,680.6000,12105751
2015-07-02,640.5400,666.6699,637.8200,658.3100,9601285
2015-06-26,665.3000,706.2400,651.6200,651.6200,25919434
2015-06-19,650.0000,674.9255,641.6100,657.1000,10540002
2015-06-12,635.0000,692.7900,622.9700,660.9300,18171083
2015-06-05,621.8600,633.7800,615.6100,633.2200,6484497
2015-05-29,622.1200,631.4400,614.5040,624.0600,5812241
2015-05-22,612.8100,628.5000,609.1700,621.8700,9557634
2015-05-15,576.2700,618.4388,575.3000,613.2500,13270964
2015-05-08,557.0000,577.1000,552.3000,574.6000,10090960
2015-05-01,562.0500,572.5000,552.2600,557.0300,7583612
2015-04-24,572.5000,576.1300,552.6900,558.3950,11787715
2015-04-17,470.6800,575.0000,469.4000,571.5500,39773545
2015-04-10,411.3800,454.9700,409.2500,454.5700,11265482
2015-04-02,418.0100,423.9500,410.9200,414.0800,7432134
2015-03-27,426.2300,441.6900,410.0100,414.7700,11156565
2015-03-20,430.8300,432.5000,415.1000,428.2950,12135835
2015-03-13,454.9300,455.6500,433.8800,438.4000,11156718
2015-03-06,474.0000,480.2500,453.9100,454.1200,8457834
2015-02-27,478.1000,486.4990,470.0000,474.9100,6333764
2015-02-20,465.6100,481.0000,461.6100,478.2000,5906805
2015-02-13,442.3900,466.4100,438.4600,466.1000,8427456
2015-02-06,439.9000,458.2700,433.6900,444.3600,9289804
2015-01-30,438.0000,457.3800,433.7000,441.8000,14108285
